Country,Year,Month,Day,Temperature (Celsius),Precipitation (mm),Wind Speed (km/h)
Italy,2005,10,10,-3.7939030276754604,98.7485901192202,32.03422341378047
Spain,2013,8,20,9.97510867291603,16.656993657749,38.905255323095766
Germany,2002,1,22,20.767010294819954,91.34944803053678,24.21694897305666
France,2021,4,25,22.744449635974803,99.1341826118388,15.154785908956141
Spain,2010,1,26,-7.747508449925018,36.750617297470555,21.846641220525328
Germany,2005,11,24,6.810387752068046,3.8046878810553464,27.19939410211996
Spain,2024,8,22,7.661940812002154,53.005712559911814,38.96749965959788
Spain,2002,9,7,20.62520502078945,54.79389084314056,14.921639352157984
France,2011,7,8,-3.443225524108966,1.2478477466474458,33.87368607240417
Spain,2023,12,5,1.8137936385128093,80.58797999758903,37.33832839817798
United Kingdom,2019,7,26,28.88739009675399,85.92682115500625,24.243071316177716
Italy,2012,9,1,28.973879903385267,76.09898217107839,27.147116065673256
France,2024,4,29,19.65430086126198,22.587131618111876,10.924095933838512
United Kingdom,2003,6,15,-2.514835800188333,0.6471017809982937,31.11536186886686
France,2006,2,6,20.85406026276391,28.65035491282696,12.399771266543206
Germany,2001,7,12,17.493564596654746,37.269036635650785,16.694662007444872
Spain,2020,4,29,9.99133310382891,25.06461430790622,20.057662052315987
Spain,2014,4,19,-1.0001004852429674,9.064593167203661,33.55553185555728
Germany,2004,11,9,13.040695820637161,1.4398486545182165,12.194358121835474
France,2017,12,24,-7.639726815128904,33.035071215298885,32.03406304159876
Germany,2004,9,10,-0.6906996864987835,97.03014029387317,23.884120988752983
France,2003,7,17,-9.537754254700257,77.61230730977772,9.424868700396567
Germany,2002,5,8,1.6046262415008083,74.01789071038513,19.122712661584384
Italy,2001,10,6,27.760667503832998,50.713092017140724,24.58238190329242
United Kingdom,2004,6,5,7.780075915890382,78.91859230477445,38.660304197278094
France,2008,4,8,27.31107238774881,57.550744544826834,16.725815190197643
Germany,2000,3,12,-8.129644503328834,89.09912627131075,25.721982698167096
United Kingdom,2016,11,5,-0.07439448883081567,94.26501997078782,15.610368777955388
France,2007,1,26,17.485855416142652,65.92095179497475,22.595513228184586
Spain,2018,7,25,15.457505794228375,8.186329205574673,38.7325713684667
France,2023,12,2,9.621618888978855,70.56267627163652,38.05158012858542
United Kingdom,2001,10,5,14.053760741464934,0.48986355784024216,28.878167431853672
Italy,2016,2,28,26.9852041620871,73.78461613460323,39.43395556877859
France,2021,12,13,19.97031159616077,4.795574084781384,35.36783174568092
Germany,2006,12,18,5.982992230198057,42.50821745150368,30.535552919263573
United Kingdom,2024,6,10,21.474329120820173,77.33960995975451,36.71762006765437
Germany,2007,4,2,4.993777547843724,22.265758555844805,25.11499066183201
France,2011,8,6,-7.4823311716615715,82.16127346796378,25.372263112504914
Italy,2020,4,10,11.935882729960724,41.705404441152595,26.57752471067749
Italy,2022,3,11,29.061744132166638,35.701074615106464,18.404660278237564
France,2014,2,21,9.360835081828967,20.331975065088926,37.1066743492116
Italy,2007,11,27,-4.460803129710693,33.818106635442916,9.823051358813226
Germany,2007,8,7,1.6433389455717808,29.888933782866545,28.35528584586607
Italy,2023,8,22,0.5741233673487933,95.35622820960245,13.060285244510524
Italy,2022,2,4,-0.6584711780599015,33.57379436542166,30.04556219963873
Italy,2014,12,2,11.42244451538614,51.57299886673362,9.484223244910208
Italy,2014,4,28,7.974696838229519,62.378116599488976,25.6301106158984
Germany,2024,12,28,13.953288000899391,14.870794644065766,8.091495224314047
France,2002,11,6,2.3179320258843106,30.545736603115348,29.602566041530544
Italy,2011,5,28,17.867912170093874,17.69590433750039,6.648877668534896
Italy,2011,3,19,10.7334517456732,41.34319888832477,20.031437912271585
France,2006,4,12,21.208139127932768,38.43066814691882,13.380925260830157
France,2023,9,16,-8.150208243866842,49.6584972668841,28.883511597548488
France,2019,1,1,28.09059078694854,18.251544081973513,23.882105698172886
United Kingdom,2011,12,27,20.326796348264264,89.19075044153043,8.617309023685149
Spain,2012,3,24,25.267800646787087,38.72748182516534,5.552807710559796
Italy,2008,5,23,4.74607407465534,79.34611163912999,32.722964001236704
United Kingdom,2005,4,17,29.494924619056455,15.564048565983434,26.216711580840553
Italy,2002,6,15,-5.982908287034312,51.069414980905606,8.022731325020628
Germany,2018,4,1,9.854707747247112,58.483284929733706,21.09502081371077
Italy,2015,7,22,24.299891805040303,15.944384720405768,19.865761138425363
Germany,2019,6,25,8.916403545546999,79.80675661418313,26.642967122024665
Spain,2000,2,19,24.12698600220792,28.294907635620337,12.393734247611986
Germany,2007,6,23,25.863116988455374,32.41770756110218,18.336469205657234
Germany,2008,11,6,23.559699589680164,99.50194963593025,25.26244556339528
France,2003,7,22,7.013653817320954,82.61567086169276,28.239981097081944
Italy,2006,3,30,15.950440514293327,24.463398302304395,11.215997256934765
Italy,2014,5,21,-8.330861030666416,16.3071648798385,15.28501512047108
France,2016,9,6,0.8571564796311613,74.84112379346331,7.9813734077335985
Germany,2021,12,26,3.373533696650881,23.484575638212956,33.48261971615537
Germany,2011,12,20,13.21127558789048,99.19409158797114,28.434051464414278
Germany,2005,11,29,2.4650496501340626,56.496051661382076,30.65510436071005
United Kingdom,2020,6,22,4.484536737746367,94.20579940338644,11.489323717352494
United Kingdom,2002,8,4,-9.71883593102942,9.598031045042166,25.36656317831399
Italy,2022,3,13,-3.8741142029899756,19.966672911923677,12.982115892891894
Germany,2022,3,28,8.69670001677489,45.220504789941515,35.48396019309167
Germany,2022,6,28,27.221045508597633,47.044890172664665,29.045956497782594
Spain,2020,5,30,19.267209232601846,59.914326653039204,7.897024476508436
United Kingdom,2009,2,20,27.294006871227317,42.84316105893636,37.63537086627731
United Kingdom,2013,12,22,7.521380146200144,97.03451965729249,13.614313059979727
United Kingdom,2021,7,23,24.908971708380307,49.467398944946694,25.716076186807523
France,2004,1,17,4.7114950541713405,15.694699199977546,20.345650077946562
Spain,2005,8,24,4.919063911893007,69.43838021478449,31.244198719742116
France,2010,12,20,-2.6968467909247895,35.56447559407043,18.995672830332712
Spain,2022,11,15,8.439460500521527,70.89118980903872,39.61554664065473
United Kingdom,2011,4,18,8.402912322046966,62.85790870640556,6.935758519160528
Germany,2010,4,4,27.274145477253732,19.15705607470597,26.68306445153923
Germany,2023,2,4,26.9634316829425,78.6728187764876,20.365747390921342
Germany,2014,2,3,11.504662347916728,88.67164476176312,17.037280269598483
France,2017,9,27,-5.739098434938077,50.40509871597316,10.998377350045448
Spain,2021,10,18,17.942724216418306,22.722261285904732,17.689546494896412
United Kingdom,2013,8,29,11.457941632687714,16.34531108399623,18.106117428942113
Germany,2024,9,1,26.35592439991185,82.24882135933815,38.67266016021752
Spain,2016,6,29,21.05382833326579,80.31526165013864,8.0738042766808
Italy,2017,2,21,3.5571628294601396,67.02215935630936,16.408947740929108
United Kingdom,2019,12,15,27.982195803268617,79.16571653391107,15.446732374967638
Italy,2017,10,17,-9.753519734445266,33.60953480471668,23.629097620701252
Germany,2019,8,24,1.367514193757824,16.09999090351939,16.43750305920119
United Kingdom,2000,8,22,-6.043634128090711,32.597338146906594,14.726704318935791
Italy,2016,8,21,12.567834068482465,70.50264176078235,8.188151254033205
United Kingdom,2002,8,7,10.335508713661959,29.852881494611005,26.409446608510475
France,2013,8,4,22.223445715714647,85.7338126899819,22.991050882978218
Spain,2020,3,29,10.706887193462368,6.494926609907237,39.24598964511509
Italy,2016,6,16,0.891406082415628,38.29335629669498,8.70061231109351
Italy,2020,3,19,14.152428254484658,44.42441648639159,5.95959850871957
United Kingdom,2024,5,11,14.36919835478652,35.87257750198183,12.828437960587596
Italy,2018,5,8,-0.04106033944132115,21.853457373953724,29.887805336683122
Spain,2008,4,25,21.492305342621915,56.190432058908065,12.585327873913807
France,2023,7,11,29.48174049967065,69.98932838434058,20.68351484685789
France,2004,10,29,11.190016762107117,55.65368428758345,23.420620373125306
Germany,2023,9,18,-4.513119642551966,4.088830974152858,33.036057324313106
Spain,2021,3,12,18.215475984979307,91.42053058103491,16.983582220992478
United Kingdom,2020,5,26,-3.2861281545357723,16.258894481913522,25.30398325189522
Germany,2002,12,21,-9.804509540888887,63.589759233361484,8.519354348653081
United Kingdom,2021,12,30,26.31860310066652,40.80269206675538,27.072532700787406
Italy,2020,3,11,16.8813347870346,86.36674896768356,37.83201971548612
Spain,2000,3,20,26.714514163952565,11.597120301124896,39.71299553738976
France,2020,7,25,5.766955146367421,86.25130670833948,30.8351678442313
United Kingdom,2000,2,24,26.32389429771534,43.618064924026136,34.34897369966362
Germany,2015,4,29,29.614775476786356,64.9061444515565,35.722268136076124
Germany,2021,4,21,21.845152580098464,5.2238269014272305,37.96762240074866
Germany,2022,12,3,4.293134139722564,88.45835186991741,19.755712361012705
France,2005,3,30,14.01961170527498,29.447997403799718,25.05460020729822
United Kingdom,2000,10,9,3.3259018525920503,51.48999005069135,32.210536187444035
France,2018,11,5,-8.686611540650087,28.240904391202946,21.727701250000813
France,2020,8,8,-9.57388767384769,5.477641203594685,15.522073622571067
France,2012,2,29,1.911908489607356,49.547743884943706,5.527245143493589
United Kingdom,2008,11,30,2.6231566649135107,43.201623607136796,25.576648828266666
United Kingdom,2013,9,27,26.997991587920204,92.07748655718889,39.51870418293778
Germany,2021,12,20,4.231954758973995,51.10669278269305,25.864418644895196
France,2012,12,17,2.4359063632970823,39.70421788487645,30.688915395006667
France,2010,9,11,22.576085243879533,60.81429404252354,28.65210447745043
Spain,2018,5,3,24.545963764843243,38.3239137044771,36.44266815292758
Italy,2001,1,9,19.041783626979587,6.54858646682408,22.181552157915405
Spain,2019,2,2,8.875465671358352,0.6605312355566717,25.59607819513625
France,2014,11,29,15.06324697210546,49.86619967186206,14.910980130458032
Germany,2020,2,4,6.83289376179183,84.6755435245748,30.307833405615458
France,2011,10,3,-2.518980537950992,98.91161025540306,26.599196785994476
United Kingdom,2001,1,18,23.388363612106268,84.17380396278013,8.816599259248793
Spain,2004,4,10,17.057760602542253,27.49023641540219,23.87894270693618
Italy,2017,9,27,7.898959989809356,11.193887176972162,24.325779918229653
Germany,2014,6,28,-7.7087482025745,4.104015109350767,29.25771514215755
Germany,2002,4,30,-0.7723924273137897,91.76442169503997,20.2152811295366
Italy,2002,12,9,29.866734639670888,33.5063108038827,38.55691194465994
United Kingdom,2023,11,11,3.7505549343062494,30.366833385948024,32.075804437540285
France,2000,10,10,10.883504967368815,44.10511692826976,34.26311970803422
United Kingdom,2010,5,10,23.279576098687777,97.56835515261668,25.75304380277847
Italy,2015,6,2,14.811815391950823,28.81521348659739,19.70761303714364
Germany,2023,3,13,1.2260237449489786,15.864074902419222,7.0320599261117165
Italy,2022,2,29,19.288666398121897,20.03342124080021,5.334486364861821
Italy,2010,4,15,9.302020226771702,83.91863013109864,14.248639925487414
Germany,2019,7,21,12.558039182962393,64.14211241009586,7.340415869983062
France,2023,9,16,1.7487408393352624,60.759448366170446,23.364309259073195
France,2002,9,5,19.63755294935741,99.43830786700119,19.036413425396468
United Kingdom,2016,1,26,29.315484781709003,54.07827470232011,29.022924384661763
United Kingdom,2011,8,16,16.6264730871462,34.63730514625182,7.95587702063339
Spain,2022,2,3,20.81580129152926,92.20642027963729,29.45936397540673
Germany,2013,3,4,23.978472748521504,20.390409819714716,16.243835557939246
United Kingdom,2001,7,17,-8.148140476683668,64.74108257934091,19.820322032463025
United Kingdom,2002,3,14,15.473170597569489,47.885736277297106,16.991659891564325
France,2015,12,15,23.98148224781592,53.876176869713234,13.565310167411479
France,2006,5,8,-7.72253724867995,40.747795979444824,11.135770471719834
Italy,2014,5,4,23.965089586556452,71.3647993379185,31.280688739743542
France,2008,1,7,22.352412242127222,0.6614494796384873,22.748964048876754
Spain,2017,4,15,8.747321579849412,15.01264893225509,14.701995333578829
Spain,2017,3,17,-1.126514586533851,67.08267736737925,37.22794410760793
Spain,2020,8,8,26.97120674545593,86.79797068118185,25.533314411913526
Germany,2001,9,27,23.981041357913554,99.40485819962952,10.6379194847555
Germany,2011,4,11,2.901703502364711,75.82385995258234,19.781358530388296
France,2023,8,25,25.52689110429695,75.5263132286247,8.8737480464211
Spain,2020,2,25,20.258168882490427,14.786871233528009,18.84375842522166
Spain,2012,9,28,21.04886282194736,71.89856602271047,26.39402963570153
France,2012,4,29,15.106931753389826,98.15908841187073,27.773477540605064
Spain,2001,11,20,0.3747450368319285,20.452625944484726,22.17674650707377
Germany,2000,12,13,19.157751445961374,18.999571711618547,24.668527841327155
United Kingdom,2008,10,4,2.2203335740971486,44.97247711367385,20.77990788115755
Spain,2004,2,30,27.032222227625113,11.479619743493085,19.45545598327697
France,2010,9,26,10.158630607240525,6.5698491861086,34.99803487580887
Germany,2008,6,2,-4.005226961390869,49.297609194717495,15.643431476201325
France,2021,10,26,-6.315865006687438,16.265845477622698,29.55499309385599
Italy,2019,2,19,26.34310720142286,99.24326266798205,31.96000509380732
France,2010,12,17,20.626529023536413,23.93703625886694,12.3667876866093
Spain,2004,4,17,11.185365290866653,90.15476257017426,32.61745939460142
France,2013,1,7,17.277314744713067,34.71623215090056,23.653278106139144
United Kingdom,2003,3,10,4.501488761820983,25.84848202428057,22.122978341977863
France,2001,1,3,10.305092341124418,41.384870033449005,10.278688411612993
Spain,2008,2,30,17.39404850662472,95.31418191149425,13.04539612383271
Italy,2016,7,7,-9.144833688521391,93.4953297209831,12.909014980878027
Spain,2009,8,9,20.66020169741646,91.39454093595553,14.17911596928809
United Kingdom,2012,8,15,12.506503264811816,3.26395953875408,29.589631567783563
Germany,2013,3,27,13.071317442070495,21.739795591570466,28.668217824833715
France,2024,5,22,1.0538462708116079,62.66148270923482,39.123958502389875
Germany,2000,12,19,0.28632599148054716,43.80935729323968,26.201332884488842
Spain,2004,1,21,13.055351841017561,52.692467808930054,11.445782034283525
Germany,2020,9,6,13.548297669564825,93.2794912629259,11.164183626149828
Italy,2015,10,1,26.81771401632438,84.47700418563845,25.582954121064905
Italy,2008,7,7,7.268530541406992,85.09320586248556,27.43136828506533
Spain,2006,6,1,22.60185432488214,91.04868751003362,39.3084378627183
France,2017,11,14,11.631997232354486,72.22948075944035,10.140741219742935
Germany,2014,12,24,21.70003288107356,99.56885902639931,15.332489592075781
Italy,2004,6,9,-0.9766360826409723,9.45027763504096,28.425219373804236
Spain,2019,3,18,-0.008776517256755767,72.60033707483915,14.471663180619956
France,2008,4,26,24.689169523100205,28.30991499725425,30.43870882568848
United Kingdom,2000,3,15,11.124380090138022,22.344923715207475,27.13073723727736
Italy,2006,4,5,21.119147680983573,58.735941701991635,35.873299104957965
United Kingdom,2017,10,10,-5.856006748417584,28.173987087660144,35.447570528251816
United Kingdom,2018,8,7,1.4340574891712077,36.56390429217416,38.06513481636124
Germany,2010,7,16,-9.978675081848355,3.2802475290045208,35.25355189275918
Spain,2005,7,1,-9.033206572298905,69.85421625190743,37.25220114013067
Italy,2009,10,3,27.701605682439954,18.09257367103686,15.99085178410457
France,2021,8,7,-1.1243517152105564,0.31266985434376116,8.024083227470783
United Kingdom,2003,10,27,4.030693368926887,48.987672686306425,38.464335712238864
Italy,2021,3,17,-2.698102395630295,13.456919634357911,28.398096768687164
Italy,2002,2,3,11.490692747734528,1.727824605625028,22.396465628881135
United Kingdom,2018,7,29,15.343384635163364,96.77708772104519,33.89503989148071
Italy,2000,5,13,24.381366903041368,69.03239888585018,27.877587210550747
France,2018,5,29,-3.2568744554087914,18.56003274962451,34.593335019534635
Spain,2016,10,2,16.535887379649164,47.53559940356497,17.396494659597487
France,2023,3,3,-4.300654177572905,32.90654868800592,38.65029926099769
Germany,2014,6,17,19.486628290928376,75.26457970465714,18.51227328333872
